Gene	Ensembl.Gene.ID	Essential	Transcript.length	Strand	GC.content	Enzyme	SEG.low.complexity	Transmembrane.domain	Signal.peptide	Coiled.coil	Nucleus	Mitochondria	ER	Cytoplasm	Ribosome
ASM4	YDL088C	0	1587	-1	37.87	0	1	0	0	0	1	0	0	0	0
ASN1	YPR145W	0	1719	1	43.86	1	1	0	0	0	0	0	0	1	0
ASN2	YGR124W	0	1719	1	43.8	1	1	0	0	1	0	0	0	1	0
ASP1	YDR321W	0	1146	1	40.84	1	0	0	0	0	0	0	0	1	0
ASR1	YPR093C	0	867	-1	46.37	0	0	0	0	0	1	0	0	1	0
AST1	YBL069W	0	1290	1	40.62	0	1	0	0	0	1	0	0	1	0
AST2	YER101C	0	1293	-1	38.67	0	0	0	0	0	0	0	0	1	0
ATC1	YDR184C	0	885	-1	34.92	0	1	0	0	1	1	0	0	1	0
ATE1	YGL017W	0	1512	1	42	1	0	0	0	0	0	0	0	1	0
ATF1	YOR377W	0	1578	1	37.71	1	1	0	0	0	0	0	1	0	0
ATF2	YGR177C	0	1608	-1	40.49	1	1	0	0	0	0	0	1	1	0
ATG1	YGL180W	0	2694	1	37.16	1	1	0	0	1	0	0	0	1	0
ATG10	YLL042C	0	504	-1	37.7	1	0	0	0	0	0	0	0	1	0
ATG11	YPR049C	0	3537	-1	35.93	0	1	0	0	1	0	0	0	0	0
ATG12	YBR217W	0	561	1	36.36	0	1	0	0	0	0	0	0	1	0
ATG13	YPR185W	0	2217	1	39.33	0	1	0	0	0	0	0	0	1	0
ATG14	YBR128C	0	1035	-1	38.07	0	1	0	0	1	0	0	0	0	0
ATG15	YCR068W	0	1563	1	47.98	1	1	1	0	0	0	0	1	0	0
ATG16	YMR159C	0	453	-1	36.87	0	0	0	0	1	0	0	0	1	0
ATG17	YLR423C	0	1254	-1	34.21	0	0	0	0	1	0	0	0	1	0
ATG18	YFR021W	0	1503	1	43.18	0	1	0	0	0	0	0	0	1	0
ATG19	YOL082W	0	1248	1	39.98	0	1	0	0	1	0	0	0	1	0
ATG2	YNL242W	0	4779	1	37.92	0	1	0	0	1	0	0	0	1	0
ATG20	YDL113C	0	1923	-1	37.23	0	1	0	0	1	0	0	0	1	0
ATG21	YPL100W	0	1491	1	37.49	0	1	0	0	0	0	0	0	1	0
ATG22	YCL038C	0	1587	-1	39.51	0	1	1	0	0	0	0	0	0	0
ATG23	YLR431C	0	1362	-1	38.25	0	1	0	0	1	0	0	0	1	0
ATG26	YLR189C	0	3597	-1	38.7	1	1	0	0	0	0	0	0	1	0
ATG27	YJL178C	0	816	-1	42.52	0	1	1	1	0	0	1	0	1	0
ATG29	YPL166W	0	642	1	34.11	0	1	0	0	0	1	0	0	1	0
ATG3	YNR007C	0	933	-1	39.12	0	1	0	0	0	0	0	0	1	0
ATG31	YDR022C	0	591	-1	36.72	0	1	0	0	0	0	0	0	1	0
ATG32	YIL146C	0	1590	-1	39.5	0	1	1	0	0	0	1	0	0	0
ATG33	YLR356W	0	594	1	44.11	0	1	1	0	0	0	1	0	0	0
ATG34	YOL083W	0	1239	1	37.13	0	1	0	0	1	0	0	0	0	0
ATG36	YJL185C	0	882	-1	42.29	0	1	0	0	0	0	0	0	0	0
ATG38	YLR211C	0	681	-1	33.38	0	0	0	0	1	0	0	0	1	0
ATG39	YLR312C	0	1197	-1	38.35	0	1	0	0	0	0	0	0	0	0
ATG4	YNL223W	0	1485	1	39.39	1	0	0	0	0	1	0	0	1	0
ATG40	YOR152C	0	771	-1	35.67	0	1	1	1	0	0	0	0	0	0
ATG5	YPL149W	0	885	1	38.76	0	0	0	0	0	0	0	0	1	0
ATG7	YHR171W	0	1893	1	36.93	0	0	0	0	0	0	1	0	1	0
ATG8	YBL078C	0	354	-1	39.83	0	0	0	0	0	0	0	0	1	0
ATG9	YDL149W	0	2994	1	37.21	0	1	1	0	0	0	1	0	1	0
ATH1	YPR026W	0	3636	1	38.45	1	1	1	0	0	0	0	0	0	0
ATO2	YNR002C	0	849	-1	46.29	0	1	1	0	0	0	1	0	0	0
ATO3	YDR384C	0	828	-1	45.89	0	1	1	0	0	0	1	0	0	0
ATP1	YBL099W	0	1638	1	43.65	0	1	0	0	0	0	1	0	0	0
ATP10	YLR393W	0	840	1	42.62	0	0	0	0	0	0	1	0	0	0
ATP11	YNL315C	0	957	-1	39.92	0	0	0	0	1	0	1	0	0	0
ATP12	YJL180C	0	978	-1	38.04	0	1	0	0	0	0	1	0	1	0
ATP14	YLR295C	0	375	-1	41.87	0	1	0	1	0	0	1	0	0	0
ATP15	YPL271W	0	189	1	40.21	0	0	0	0	0	0	1	0	0	0
ATP17	YDR377W	0	306	1	39.87	0	0	0	0	0	0	1	0	0	0
ATP18	YML081C-A	0	180	-1	41.11	0	0	0	0	0	0	1	0	0	0
ATP2	YJR121W	0	1536	1	42.97	1	1	0	0	0	0	1	0	0	0
ATP20	YPR020W	0	348	1	34.77	0	0	0	0	0	0	1	0	0	0
ATP22	YDR350C	0	2055	-1	36.55	0	1	0	0	0	0	1	0	0	0
ATP23	YNR020C	0	813	-1	41.21	1	1	0	0	0	0	1	0	0	0
ATP25	YMR098C	0	1839	-1	36.81	0	1	0	0	0	0	1	0	0	0
ATP3	YBR039W	0	936	1	39.1	0	1	0	0	0	0	1	0	0	0
ATP4	YPL078C	0	735	-1	39.46	0	1	0	0	0	0	1	0	0	0
ATP5	YDR298C	0	639	-1	40.69	0	1	0	0	0	0	1	0	0	0
ATP7	YKL016C	0	525	-1	40	0	0	0	0	1	0	1	0	0	0
ATR1	YML116W	0	1629	1	39.1	0	1	1	0	0	0	0	0	0	0
ATS1	YAL020C	0	1002	-1	55.19	0	1	0	0	0	0	0	0	1	0
ATX1	YNL259C	0	222	-1	34.23	0	0	0	0	0	0	0	0	1	0
ATX2	YOR079C	0	942	-1	37.9	0	1	1	0	0	0	0	0	0	0
AUS1	YOR011W	0	4185	1	38.52	0	1	1	0	0	0	1	0	0	0
AVL9	YLR114C	0	2295	-1	38.78	0	1	0	0	0	0	0	0	1	0
AVO2	YMR068W	0	1281	1	43.87	0	1	0	0	0	0	0	0	1	0
AVT1	YJR001W	0	1809	1	41.74	0	1	1	0	0	0	0	0	0	0
AVT2	YEL064C	0	1443	-1	37.35	0	1	1	0	0	0	0	1	0	0
AVT3	YKL146W	0	2079	1	45.26	0	1	1	0	0	0	0	1	0	0
AVT4	YNL101W	0	2142	1	38.14	0	1	1	0	0	0	0	0	0	0
AVT5	YBL089W	0	1380	1	38.77	0	0	1	0	0	0	0	0	0	0
AVT6	YER119C	0	1347	-1	46.25	0	1	1	0	0	0	0	0	0	0
AVT7	YIL088C	0	1473	-1	38.7	0	1	1	0	0	0	0	1	0	0
AXL1	YPR122W	0	3627	1	36.89	1	1	0	0	0	0	0	0	0	0
AXL2	YIL140W	0	2472	1	40.7	0	1	1	1	0	0	0	0	0	0
AYR1	YIL124W	0	894	1	40.72	1	0	0	0	0	0	1	1	1	0
AYT1	YLL063C	0	1425	-1	41.96	1	0	0	0	0	0	0	0	0	0
AZF1	YOR113W	0	2745	1	39.31	0	1	0	0	1	1	0	0	0	0
AZR1	YGR224W	0	1842	1	40.34	0	1	1	0	0	0	0	0	0	0
BAG7	YOR134W	0	1230	1	38.86	0	1	0	0	0	0	0	0	0	0
BAP2	YBR068C	0	1830	-1	40.22	0	0	1	0	0	0	0	0	0	0
BAP3	YDR046C	0	1815	-1	41.6	0	1	1	0	0	0	1	0	0	0
BAR1	YIL015W	0	1764	1	40.19	1	1	1	1	0	0	0	0	0	0
BAS1	YKR099W	0	2436	1	39.94	0	1	0	0	0	1	0	0	0	0
BAT2	YJR148W	0	1131	1	44.39	1	0	0	0	0	1	0	0	1	0
BBC1	YJL020C	0	3474	-1	43.29	0	1	0	0	1	0	0	0	1	0
BCH1	YMR237W	0	2175	1	38.85	0	1	0	0	0	0	0	0	0	1
BCH2	YKR027W	0	2298	1	37.38	0	1	0	0	0	0	1	0	0	0
BCK1	YJL095W	0	4437	1	38.83	1	1	0	0	0	0	0	0	1	0
BCK2	YER167W	0	2556	1	40.38	0	1	0	0	0	1	0	0	1	0
BCS1	YDR375C	0	1371	-1	41.28	0	0	1	0	0	0	1	0	0	0
BCY1	YIL033C	0	1251	-1	45.88	0	1	0	0	0	1	0	0	1	0
BDF1	YLR399C	0	2061	-1	43.04	0	1	0	0	1	1	0	0	0	0
BDF2	YDL070W	0	1917	1	36.83	0	1	0	0	1	1	0	0	1	0
BDH1	YAL060W	0	1149	1	45	1	1	0	0	0	0	0	0	1	0
BDH2	YAL061W	0	1254	1	48.41	1	1	0	0	1	1	0	0	1	0
BEM1	YBR200W	0	1656	1	38.41	0	1	0	0	0	0	0	0	1	0
BEM2	YER155C	0	6504	-1	36.02	0	1	0	0	1	0	1	0	1	0
BEM3	YPL115C	0	3387	-1	37.47	0	1	0	0	1	0	0	0	1	0
BEM4	YPL161C	0	1902	-1	35.8	0	1	0	0	0	1	0	0	1	0
BER1	YLR412W	0	825	1	36.48	0	1	0	0	0	0	0	0	1	0
BFA1	YJR053W	0	1725	1	37.62	0	1	0	0	1	0	0	0	1	0
BFR1	YOR198C	0	1413	-1	37.65	0	1	0	0	1	1	0	1	0	0
BGL2	YGR282C	0	942	-1	43.1	1	1	0	1	0	0	0	0	0	0
BIK1	YCL029C	0	1323	-1	43.69	0	1	0	0	1	1	0	0	1	0
BIL1	YOR304C-A	0	231	-1	38.96	0	0	0	0	1	0	0	0	1	0
BIM1	YER016W	0	1035	1	40.39	0	1	0	0	1	0	0	0	1	0
BIO2	YGR286C	0	1128	-1	42.38	1	0	0	0	1	0	1	0	0	0
BIO3	YNR058W	0	1443	1	43.17	1	0	0	0	0	0	0	0	1	0
BIO4	YNR057C	0	714	-1	45.94	1	1	0	0	0	0	0	0	1	0
BIO5	YNR056C	0	1686	-1	40.33	0	1	1	0	0	0	0	0	0	0
BIT2	YBR270C	0	1638	-1	40.96	0	0	0	0	0	0	0	0	0	0
BIT61	YJL058C	0	1632	-1	37.38	0	0	0	0	0	0	0	0	1	0
BLI1	YKL061W	0	342	1	34.8	0	0	0	0	1	0	0	0	0	0
BLS1	YLR408C	0	369	-1	36.31	0	0	0	0	0	0	0	0	0	0
BMH1	YER177W	0	804	1	45.77	0	1	0	0	1	1	0	0	1	0
BMH2	YDR099W	0	822	1	39.9	0	1	0	0	1	1	0	0	1	0
BMT2	YBR141C	0	1014	-1	40.43	0	0	0	0	0	1	0	0	0	0
BMT5	YIL096C	0	1011	-1	34.22	0	1	0	0	0	1	0	0	0	0
BMT6	YLR063W	0	1098	1	37.98	0	1	0	0	0	0	0	0	1	0
BNA1	YJR025C	0	534	-1	40.26	1	0	0	0	0	1	0	0	1	0
BNA2	YJR078W	0	1362	1	45.23	1	0	0	0	1	0	0	0	1	0
BNA3	YJL060W	0	1335	1	39.18	1	1	0	0	0	0	1	0	1	0
BNA4	YBL098W	0	1383	1	38.61	1	1	0	0	0	0	1	0	0	0
BNA5	YLR231C	0	1362	-1	41.92	1	1	0	0	0	1	0	0	1	0
BNA6	YFR047C	0	888	-1	44.37	1	0	0	0	0	1	0	0	1	0
BNA7	YDR428C	0	786	-1	36.51	1	0	0	0	0	0	0	0	0	0
BNI1	YNL271C	0	5862	-1	39.18	0	1	0	0	1	0	0	0	1	0
BNI4	YNL233W	0	2679	1	38.34	0	1	0	0	1	0	0	0	1	0
BNI5	YNL166C	0	1347	-1	41.05	0	1	0	0	1	0	0	0	1	0
BNR1	YIL159W	0	4128	1	36.12	0	1	0	0	1	0	0	0	0	0
BNS1	YGR230W	0	414	1	39.61	0	0	0	0	1	0	0	0	0	0
BOI1	YBL085W	0	2943	1	39.99	0	1	0	0	1	0	0	0	1	0
BOI2	YER114C	0	3123	-1	41.59	0	1	0	0	1	0	0	0	1	0
BOP2	YLR267W	0	1713	1	35.9	0	0	0	0	0	0	0	0	0	0
BOP3	YNL042W	0	1191	1	40.72	0	1	0	0	0	1	0	0	1	0
BOR1	YNL275W	0	1731	1	39.28	0	1	1	0	1	0	0	0	0	0
BPH1	YCR032W	0	6504	1	35.06	0	1	0	0	0	0	1	0	1	0
BPT1	YLL015W	0	4680	1	36.84	0	1	1	0	0	0	0	0	0	0
BRE1	YDL074C	0	2103	-1	35.85	1	1	0	0	1	1	0	0	0	0
BRE2	YLR015W	0	1518	1	39.72	0	1	0	0	0	1	0	0	0	0
BRE4	YDL231C	0	3378	-1	39.64	0	1	1	0	1	0	0	0	0	0
BRE5	YNR051C	0	1548	-1	39.66	0	1	0	0	0	0	0	0	1	0
BRO1	YPL084W	0	2535	1	36.73	0	1	0	0	1	0	0	0	1	0
BRP1	YGL007W	0	378	1	46.3	0	0	1	0	0	0	0	0	0	0
BRR1	YPR057W	0	1026	1	40.06	0	1	0	0	0	1	0	0	0	0
BSC1	YDL037C	0	987	-1	39.92	0	1	0	0	0	0	0	0	0	0
BSC2	YDR275W	0	708	1	38.56	0	1	1	0	0	0	0	0	0	0
BSC4	YNL269W	0	396	1	40.4	0	0	0	0	0	0	0	0	0	0
BSC5	YNR069C	0	1470	-1	40	0	1	0	0	0	0	0	0	0	0
BSC6	YOL137W	0	1494	1	38.15	0	1	1	0	0	0	0	0	0	0
BSD2	YBR290W	0	966	1	38.51	0	1	1	0	0	0	0	1	0	0
BSP1	YPR171W	0	1731	1	40.27	0	1	0	0	0	0	0	0	1	0
BST1	YFL025C	0	3090	-1	36.93	1	1	1	0	0	0	0	1	0	0
BTN2	YGR142W	0	1233	1	36.74	0	1	0	0	1	1	0	0	1	0
BTS1	YPL069C	0	1008	-1	37.2	1	0	0	0	0	0	1	0	1	0
BTT1	YDR252W	0	450	1	39.56	0	0	0	0	1	1	0	0	1	0
BUB1	YGR188C	0	3066	-1	37.7	1	1	0	0	1	1	0	0	0	0
BUB2	YMR055C	0	921	-1	43.65	0	1	1	0	0	0	0	0	1	0
BUB3	YOR026W	0	1026	1	39.08	0	1	0	0	0	1	0	0	1	0
BUD13	YGL174W	0	801	1	40.07	0	1	0	0	0	1	0	0	1	0
BUD14	YAR014C	0	2130	-1	41.64	0	1	0	0	0	1	0	0	1	0
BUD16	YEL029C	0	939	-1	37.7	1	1	0	0	0	1	0	0	1	0
BUD17	YNR027W	0	954	1	43.92	1	0	0	0	0	1	0	0	1	0
BUD19	YJL188C	0	309	-1	36.57	0	1	0	0	0	0	0	0	0	0
BUD2	YKL092C	0	3315	-1	34.45	0	1	0	0	0	0	0	0	1	0
BUD20	YLR074C	0	501	-1	47.7	0	1	0	0	0	1	0	1	0	0
BUD21	YOR078W	0	645	1	39.07	0	1	0	0	0	1	0	0	0	1
BUD22	YMR014W	0	1560	1	37.18	0	1	0	0	1	1	0	0	0	1
BUD23	YCR047C	0	828	-1	52.66	1	0	0	0	0	1	0	0	1	0
BUD26	YDR241W	0	288	1	29.17	0	0	1	0	0	0	0	0	0	0
BUD28	YLR062C	0	378	-1	42.33	0	1	0	1	0	0	0	0	0	0
BUD3	YCL014W	0	4911	1	38	0	1	0	0	0	0	0	0	0	0
BUD31	YCR063W	0	474	1	47.89	0	0	0	0	0	1	0	0	0	0
BUD32	YGR262C	0	786	-1	42.88	1	0	0	0	0	1	0	0	1	0
BUD4	YJR092W	0	4344	1	39.3	0	1	0	0	1	0	0	0	0	0
BUD6	YLR319C	0	2367	-1	38.74	0	1	0	0	0	0	0	0	1	0
BUD7	YOR299W	0	2241	1	41.1	0	1	0	0	1	0	0	0	0	0
BUD8	YLR353W	0	1812	1	41.89	0	1	1	0	0	0	0	0	0	0
BUD9	YGR041W	0	1644	1	40.09	0	1	1	0	0	0	0	0	0	0
BUG1	YDL099W	0	1026	1	38.3	0	1	0	0	1	0	0	0	1	0
BUL1	YMR275C	0	2931	-1	40.36	0	1	0	0	1	0	0	0	1	0
BUL2	YML111W	0	2763	1	36.77	0	1	0	0	1	0	0	0	1	0
BUR2	YLR226W	0	1188	1	34.34	0	1	0	0	0	1	0	0	0	0
BXI1	YNL305C	0	894	-1	48.32	0	1	1	0	0	0	1	1	0	0
BYE1	YKL005C	0	1785	-1	38.94	0	1	0	0	0	1	0	0	0	0
BZZ1	YHR114W	0	1902	1	39.06	0	1	0	0	1	0	0	0	1	0
CAC2	YML102W	0	1407	1	48.97	0	0	0	0	0	1	0	0	0	0
CAD1	YDR423C	0	1230	-1	42.11	0	1	0	0	1	1	0	0	1	0
CAF120	YNL278W	0	3183	1	43.29	0	1	0	0	0	1	0	0	1	0
CAF130	YGR134W	0	3369	1	37.73	0	1	1	0	0	1	0	0	1	0
CAF16	YFL028C	0	870	-1	39.43	0	1	0	0	0	1	0	0	1	0
CAF20	YOR276W	0	486	1	39.92	0	1	0	0	0	0	0	0	1	0
CAF4	YKR036C	0	1932	-1	39.75	0	0	0	0	1	0	1	0	0	0
CAF40	YNL288W	0	1122	1	43.32	0	1	0	0	0	1	0	0	1	0
CAJ1	YER048C	0	1176	-1	40.31	0	1	0	0	1	1	0	0	0	0
CAM1	YPL048W	0	1248	1	46.55	0	1	0	0	0	1	0	0	1	0
CAN1	YEL063C	0	1773	-1	41.06	0	1	1	0	0	0	1	0	0	0
CAP1	YKL007W	0	807	1	38.41	0	1	0	0	0	0	0	0	0	0
CAP2	YIL034C	0	864	-1	41.44	0	1	0	0	1	0	0	0	1	0
CAR1	YPL111W	0	1002	1	47.5	1	0	0	0	0	1	0	0	1	0
CAR2	YLR438W	0	1275	1	51.84	1	0	0	0	0	1	0	0	1	0
CAT2	YML042W	0	2013	1	39.49	1	0	0	0	0	0	1	0	0	0
CAT5	YOR125C	0	702	-1	43.02	0	0	0	0	0	0	1	0	0	0
CAT8	YMR280C	0	4302	-1	37.7	0	1	0	0	1	1	0	0	1	0
CAX4	YGR036C	0	720	-1	38.06	1	0	1	0	0	0	0	1	0	0
CBC2	YPL178W	0	627	1	39.71	0	0	0	0	0	1	0	0	1	0
CBF1	YJR060W	0	1056	1	44.89	0	1	0	0	1	1	1	0	0	0
CBP1	YJL209W	0	1965	1	37.1	0	1	0	0	0	0	1	0	0	0
CBP2	YHL038C	0	1893	-1	39.04	0	0	0	0	0	0	1	0	0	0
CBP3	YPL215W	0	1008	1	38.1	0	0	0	0	0	0	1	0	0	1
CBP4	YGR174C	0	513	-1	44.25	0	0	1	0	1	0	1	0	0	0
CBP6	YBR120C	0	489	-1	34.56	0	0	0	0	0	0	1	0	0	1
CBR1	YIL043C	0	855	-1	45.73	1	1	1	0	0	0	1	1	0	0
CBS1	YDL069C	0	690	-1	33.77	0	0	0	0	0	0	1	0	0	1
CBS2	YDR197W	0	1170	1	36.32	0	0	0	0	0	0	1	0	0	1
CBT1	YKL208W	0	816	1	42.28	0	0	0	0	0	0	1	0	0	0
CCC1	YLR220W	0	969	1	42.83	0	1	1	0	0	0	0	0	0	0
CCC2	YDR270W	0	3015	1	39.3	1	1	1	0	0	0	0	0	0	0
CCE1	YKL011C	0	1062	-1	34.84	1	1	0	0	0	0	1	0	0	0
CCH1	YGR217W	0	6120	1	37.61	0	1	1	0	0	0	0	0	1	0
CCM1	YGR150C	0	2595	-1	35.18	0	1	0	0	1	0	1	0	0	0
CCP1	YKR066C	0	1086	-1	48.16	1	1	1	0	0	0	1	0	0	0
CCR4	YAL021C	0	2514	-1	45.66	1	1	0	0	0	1	0	0	1	0
CCS1	YMR038C	0	750	-1	46.67	0	0	0	0	0	1	1	0	1	0
CCW12	YLR110C	0	402	-1	51.99	0	1	0	1	0	0	0	1	0	0
CCW14	YLR390W-A	0	717	1	48.26	0	1	0	1	0	0	1	1	0	0
CCZ1	YBR131W	0	2115	1	37.59	0	1	0	0	0	0	0	0	0	0
CDA1	YLR307W	0	906	1	39.62	1	0	0	1	0	0	0	0	0	0
CDA2	YLR308W	0	939	1	38.55	1	0	0	1	0	0	0	0	0	0
CDC10	YCR002C	0	969	-1	37.05	0	1	0	0	0	0	0	0	0	0
CDC26	YFR036W	0	375	1	48.27	0	1	0	0	0	1	0	0	0	0
CDC40	YDR364C	0	1368	-1	38.67	0	1	0	0	0	1	0	0	1	0
CDC50	YCR094W	0	1176	1	36.82	0	1	1	0	0	0	0	0	0	0
CDC73	YLR418C	0	1182	-1	38.83	0	1	0	0	0	1	0	0	0	0
CDH1	YGL003C	0	1701	-1	42.21	0	1	0	0	0	1	0	0	1	0
CEX1	YOR112W	0	2286	1	38.01	0	1	0	0	0	1	0	0	1	0
CGI121	YML036W	0	546	1	35.89	0	0	0	0	0	1	0	0	0	0
CGR1	YGL029W	0	363	1	39.67	0	1	0	0	1	1	0	0	0	1
CHA1	YCL064C	0	1083	-1	39.34	1	1	0	0	0	0	1	0	0	0
CHA4	YLR098C	0	1947	-1	37.8	0	1	0	0	1	1	0	0	1	0
CHC1	YGL206C	0	4962	-1	37.4	0	1	0	0	0	0	0	0	1	0
CHD1	YER164W	0	4407	1	39.6	1	1	0	0	1	1	1	0	0	0
CHK1	YBR274W	0	1584	1	37.75	1	1	0	0	0	1	0	0	1	0
CHL1	YPL008W	0	2586	1	36.93	1	1	0	0	0	1	0	0	1	0
CHL4	YDR254W	0	1377	1	35.15	0	0	0	0	0	1	0	0	0	0
CHO2	YGR157W	0	2610	1	34.94	1	1	1	0	0	0	0	1	0	0
CHS1	YNL192W	0	3396	1	36.84	1	1	1	0	0	0	0	0	0	0
CHS3	YBR023C	0	3498	-1	39.17	1	1	1	0	0	0	0	0	1	0
CHS5	YLR330W	0	2016	1	41.67	0	1	0	0	0	0	0	0	1	0
CHS6	YJL099W	0	2241	1	38.11	0	1	0	0	0	0	0	0	0	0
CHS7	YHR142W	0	951	1	39.85	0	1	1	0	0	0	0	1	1	0
CHZ1	YER030W	0	462	1	38.96	0	1	0	0	1	1	0	0	0	0
CIK1	YMR198W	0	1785	1	37.87	0	1	0	0	1	1	0	0	1	0
CIN1	YOR349W	0	3045	1	38.85	0	1	0	0	0	0	0	0	0	0
CIN2	YPL241C	0	807	-1	36.08	0	0	0	0	0	0	0	0	1	0
CIN4	YMR138W	0	576	1	41.49	0	0	0	0	0	0	0	0	1	0
CIN5	YOR028C	0	888	-1	39.53	0	1	0	0	1	1	0	0	1	0
CIN8	YEL061C	0	3003	-1	35.4	0	1	0	0	1	1	1	0	1	0
CIR1	YGR207C	0	786	-1	37.91	0	0	0	0	0	0	1	0	0	0
CIR2	YOR356W	0	1896	1	41.93	1	1	0	0	0	0	1	0	0	0
CIS3	YJL158C	0	684	-1	46.78	0	1	0	1	0	0	0	1	0	0
CIT1	YNR001C	0	1440	-1	39.72	1	1	0	0	0	0	1	0	0	0
CIT2	YCR005C	0	1383	-1	39.84	1	1	0	0	0	0	1	0	1	0
CIT3	YPR001W	0	1461	1	41.2	1	0	0	0	0	0	1	0	0	0
CKA1	YIL035C	0	1119	-1	34.94	1	1	0	0	0	1	0	0	1	0
CKA2	YOR061W	0	1020	1	39.31	1	1	0	0	0	1	0	0	1	0
CKB1	YGL019W	0	837	1	45.88	0	1	0	0	0	1	0	0	1	0
CKB2	YOR039W	0	777	1	38.35	0	1	0	0	0	1	0	0	1	0
CKI1	YLR133W	0	1749	1	41.17	1	1	0	0	0	0	0	0	1	0
CLA4	YNL298W	0	2529	1	41.36	1	1	0	0	0	1	0	0	1	0
CLB1	YGR108W	0	1416	1	37.22	0	1	0	0	0	1	0	0	1	0
CLB2	YPR119W	0	1476	1	36.92	0	1	0	0	0	1	0	0	1	0
CLB3	YDL155W	0	1284	1	41.51	0	1	0	0	0	1	0	0	1	0
CLB4	YLR210W	0	1383	1	38.11	0	0	0	0	0	1	0	0	1	0
CLB5	YPR120C	0	1308	-1	38.23	0	1	0	0	0	1	0	0	0	0
CLB6	YGR109C	0	1143	-1	34.3	0	0	0	0	0	1	0	0	0	0
CLC1	YGR167W	0	702	1	40.46	0	1	0	0	1	0	0	0	1	0
CLD1	YGR110W	0	1338	1	39.16	1	0	0	0	0	0	1	0	0	0
CLG1	YGL215W	0	1359	1	37.82	0	1	0	0	0	0	0	0	0	0
CLN1	YMR199W	0	1641	1	38.09	0	1	0	0	0	1	0	0	1	0
CLN2	YPL256C	0	1638	-1	39.56	0	1	0	0	1	1	0	0	1	0
CLN3	YAL040C	0	1743	-1	41.08	0	1	0	0	0	1	0	0	0	0
CLU1	YMR012W	0	3834	1	37.22	0	1	0	0	1	0	0	0	1	0
CMC1	YKL137W	0	336	1	36.31	0	0	0	0	0	0	1	0	0	0
CMK1	YFR014C	0	1341	-1	40.87	1	1	0	0	0	0	0	0	1	0
CMK2	YOL016C	0	1344	-1	40.25	1	0	0	0	0	0	0	0	1	0
CMP2	YML057W	0	1815	1	43.09	1	1	0	0	0	0	0	0	1	0
CMR1	YDL156W	0	1569	1	42.19	0	1	0	0	0	1	0	0	1	0
CMR3	YPR013C	0	954	-1	41.19	0	1	0	0	0	0	0	0	0	0
CMS1	YLR003C	0	876	-1	33.9	0	1	0	0	1	1	0	0	0	1
CNA1	YLR433C	0	1662	-1	38.81	1	0	0	0	0	0	0	0	1	0
CNB1	YKL190W	0	528	1	40.56	0	0	0	0	0	0	0	0	1	0
CNE1	YAL058W	0	1509	1	43.41	0	1	1	1	0	0	0	1	0	0
CNL1	YDR357C	0	369	-1	35.5	0	0	0	0	1	0	0	0	1	0
CNM67	YNL225C	0	1746	-1	34.99	0	0	0	0	1	1	0	0	1	0
CNN1	YFR046C	0	1086	-1	40.24	0	1	0	0	0	1	0	0	0	0
COA1	YIL157C	0	594	-1	44.11	0	0	0	0	0	0	1	0	0	0
COA4	YLR218C	0	453	-1	45.47	0	0	0	0	0	1	1	0	1	0
COA6	YMR244C-A	0	315	-1	45.71	0	0	0	0	0	1	1	0	1	0
COG1	YGL223C	0	1254	-1	36.44	0	0	0	0	0	0	0	0	0	0
COG5	YNL051W	0	1212	1	33.83	0	1	0	0	0	0	0	0	0	0
COG6	YNL041C	0	2520	-1	34.8	0	1	0	0	1	0	0	0	0	0
COG7	YGL005C	0	840	-1	35.24	0	1	0	0	1	0	1	0	0	0
COG8	YML071C	0	1824	-1	37.45	0	1	0	0	1	0	0	0	0	0
COM2	YER130C	0	1332	-1	38.06	0	1	0	0	0	1	0	0	0	0
COQ1	YBR003W	0	1422	1	40.51	1	1	0	0	0	0	1	0	0	0
COQ10	YOL008W	0	624	1	38.3	0	0	0	0	0	0	1	0	0	0
COQ11	YLR290C	0	834	-1	36.33	0	1	0	0	0	0	1	0	0	0
COQ2	YNR041C	0	1119	-1	47.45	1	1	1	0	0	0	1	0	0	0
COQ3	YOL096C	0	939	-1	41	1	0	0	0	0	0	1	0	0	0
COQ4	YDR204W	0	1008	1	43.75	0	1	0	0	0	0	1	0	0	0
COQ5	YML110C	0	924	-1	40.58	1	0	0	0	0	0	1	0	0	0
COQ9	YLR201C	0	783	-1	38.7	0	0	0	0	0	0	1	0	0	0
COR1	YBL045C	0	1374	-1	42.07	0	0	0	0	0	0	1	0	0	0
COS1	YNL336W	0	1146	1	37.87	0	0	1	0	0	0	0	0	0	0
COS10	YNR075W	0	1125	1	39.56	0	1	1	0	0	1	0	1	1	0
COS111	YBR203W	0	2775	1	38.67	0	1	0	0	0	0	1	0	0	0
COS12	YGL263W	0	1143	1	36.13	0	0	1	0	0	0	0	0	0	0
COS6	YGR295C	0	1146	-1	38.74	0	0	1	0	0	0	0	0	0	0
COT1	YOR316C	0	1320	-1	41.52	0	1	1	0	0	0	1	0	0	0
COX10	YPL172C	0	1389	-1	40.17	1	1	1	0	0	0	1	0	0	0
COX11	YPL132W	0	903	1	39.31	0	0	1	0	1	0	1	0	0	1
COX12	YLR038C	0	252	-1	40.08	0	0	0	0	0	0	1	0	1	0
COX14	YML129C	0	213	-1	42.72	0	1	1	0	0	0	1	0	0	0
