ORF,mitochondria,cytoplasm,er,nucleus,vacuole,other,CAI,NC,GC,L_aa,Gravy,DovEXPR,BLAST_hits_in_yeast,intxn_partners,chromosome,chr_position,intron,close_stop_ratio,rare_aa_ratio,tm_helix,in_how_many_of_5_proks,in_how_many_of_6_close_yeast,SGD_ess
YGR098C,0,1,0,1,0,0,0.113,52.17,0.349,1630,-0.093374,0.5,0,7,7,0.630155545,0,0.052728387,0.080318823,0,0,4,1
YGR100W,0,1,0,0,0,0,0.146,50.5,0.382,950,-0.346632,0.3,0,2,7,0.63271023,0,0.048370137,0.062039958,0,0,4,0
YGR102C,1,0,0,0,0,0,0.105,61,0.413,183,-0.649727,1.2,0,8,7,0.637192615,0,0.043478261,0.081521739,0,0,2,0
YGR104C,0,0,0,1,0,0,0.123,55.39,0.381,307,-0.301954,0.3,0,45,7,0.640156123,0,0.038961039,0.061688312,0,0,4,0
YGR120C,0,0,0,0,0,1,0.142,55.39,0.36,262,-0.429389,0.2,0,18,7,0.669904862,0,0.053231939,0.053231939,0,0,4,1
YGR121C,0,0,0,0,0,1,0.109,55.16,0.459,492,0.217276,0.6,2,2,7,0.671835312,0,0.06693712,0.095334686,11,0,4,0
YGR132C,1,0,0,0,0,0,0.223,43.15,0.422,287,-0.149826,2.8,0,11,7,0.693399344,0,0.020833333,0.03125,0,0,4,0
YGR155W,0,1,0,0,0,0,0.346,40.25,0.404,507,-0.331756,9.4,0,278,7,0.731981773,0,0.033464567,0.035433071,0,0,5,0
YGR156W,0,0,0,1,0,0,0.122,49.73,0.405,425,-0.438588,0.3,0,97,7,0.73381781,0,0.014084507,0.044600939,0,0,4,1
YGR161C,0,1,0,1,0,0,0.144,49.79,0.459,263,-0.774525,0.4,82,54,7,0.741952102,0,0.018939394,0.071969697,0,0,4,0
YGR175C,0,0,1,0,0,0,0.441,35.98,0.413,496,-0.008266,8.4,0,8,7,0.777703937,0,0.044265594,0.070422535,2,0,5,1
YGR194C,0,1,0,0,0,0,0.142,51.36,0.402,600,-0.408167,0.6,0,16,7,0.813867345,0,0.06156406,0.086522463,0,0,4,0
YGR202C,0,0,0,0,0,1,0.157,57.6,0.422,424,-1.151415,0.4,0,56,7,0.829333866,0,0.035294118,0.042352941,0,0,5,0
YGR204W,0,1,0,1,0,0,0.277,44.85,0.469,946,-0.124313,3.7,4,56,7,0.830421005,0,0.029567054,0.05279831,0,0,5,0
YGR207C,1,0,0,0,0,0,0.178,48.43,0.381,261,-0.195019,0.9,0,2,7,0.835640372,0,0.015267176,0.041984733,0,0,4,0
YGR211W,0,1,0,1,0,0,0.244,49.9,0.427,486,-0.572222,2.3,0,3,7,0.838952203,0,0.055441478,0.078028747,0,0,5,1
YGR214W,0,1,0,0,0,0,0.668,29.96,0.454,252,-0.255556,18.1,1,57,7,0.843841578,1,0.027667984,0.051383399,0,0,4,0
YGR247W,0,0,0,0,0,1,0.109,56.12,0.446,239,-0.142678,0.4,0,2,7,0.902866068,0,0.05,0.1,0,0,4,0
YGR257C,1,0,0,0,0,0,0.102,55.46,0.426,366,-0.031148,1.3,0,1,7,0.923343878,0,0.046321526,0.103542234,0,0,3,0
YGR267C,0,1,0,1,0,0,0.208,46.53,0.394,243,-0.330864,3,0,117,7,0.940237612,0,0.040983607,0.090163934,0,0,4,1
YGR271W,0,1,0,0,0,0,0.154,48.53,0.375,1967,-0.231876,0.3,0,1,7,0.945788804,0,0.041158537,0.077743902,0,0,3,0
YHL038C,1,0,0,0,0,0,0.137,57.79,0.391,630,-0.454921,0.5,0,51,8,0.045332798,0,0.047543582,0.071315372,0,0,3,0
YHR012W,0,0,0,0,0,0,0.148,52.6,0.391,282,-0.516312,1.6,0,5,8,0.230119135,1,0.045936396,0.049469965,0,0,4,0
YHR021C,0,1,0,0,0,0,0.66,29.93,0.419,82,-0.085366,80,1,55,8,0.26422093,1,0.072289157,0.108433735,0,0,2,0
YHR027C,0,1,0,1,0,0,0.206,43.9,0.394,993,-0.283384,4.6,0,178,8,0.292732996,0,0.039235412,0.059356137,0,0,4,0
YHR030C,0,1,0,1,0,0,0.138,52.28,0.403,484,-0.515083,1.1,70,85,8,0.302744744,0,0.057731959,0.07628866,0,0,6,0
YHR038W,1,0,0,0,0,0,0.155,53.4,0.345,230,-0.604348,0.6,0,2,8,0.327133384,0,0.012987013,0.021645022,0,0,4,0
YHR039C,0,0,1,0,0,0,0.212,45.77,0.4,644,-0.112888,11.1,0,2,8,0.332008624,0,0.055813953,0.080620155,0,0,3,0
YHR049W,0,1,0,1,0,0,0.381,36.3,0.413,243,-0.354732,4.7,0,1,8,0.366938659,0,0.040983607,0.06557377,0,0,5,0
YHR063C,0,1,0,0,0,0,0.203,44.3,0.376,379,-0.197889,1.7,0,1,8,0.400203328,0,0.057894737,0.078947368,1,0,4,0
YHR072W,0,0,0,0,0,1,0.147,53.05,0.422,731,-0.208208,1.6,0,25,8,0.424959877,0,0.075136612,0.091530055,0,0,4,1
YHR073W,0,0,0,0,0,0,0.129,52.5,0.398,996,-0.733333,0.9,0,3,8,0.431152124,0,0.035105316,0.061183551,0,0,5,0
YHR083W,1,0,0,0,0,0,0.131,56.38,0.437,329,-0.131003,1.1,0,4,8,0.484552262,0,0.060606061,0.078787879,0,0,2,1
YHR089C,0,0,0,0,0,1,0.211,45.6,0.473,205,-0.683415,13,0,114,8,0.503518242,0,0.029126214,0.033980583,0,0,6,0
YHR090C,0,0,0,1,0,0,0.177,47.37,0.382,282,-0.886879,0.3,0,3,8,0.50587677,0,0.053003534,0.067137809,0,0,3,0
YHR121W,0,1,0,1,0,0,0.168,48.87,0.389,187,-0.441711,3,0,22,8,0.626970402,0,0.021276596,0.031914894,0,0,4,0
YHR129C,0,0,0,0,0,0,0.098,54.68,0.406,384,-0.171094,0.4,0,7,8,0.64722673,0,0.05974026,0.075324675,0,0,4,0
YHR136C,0,0,0,0,0,1,0.099,54.93,0.43,148,-0.941216,2,0,2,8,0.666681478,0,0.060402685,0.080536913,0,0,1,0
YHR147C,0,0,0,0,0,1,0.122,48.75,0.389,214,-0.281776,1.7,0,103,8,0.698998825,0,0.023255814,0.055813953,0,0,4,0
YHR154W,0,0,0,1,0,0,0.132,50.74,0.353,1070,-0.553645,0.5,0,2,8,0.716208795,0,0.040149393,0.068160598,0,0,3,0
YHR164C,0,0,0,1,0,0,0.12,52.9,0.376,1522,-0.454139,0.3,0,56,8,0.762794616,0,0.045961917,0.052527905,0,0,3,1
YHR170W,0,1,0,0,0,0,0.244,45.84,0.396,518,-0.363706,4.6,0,163,8,0.788830849,0,0.055876686,0.08477842,0,0,6,1
YHR198C,1,0,0,0,0,0,0.126,54.05,0.394,321,-0.461059,0.3,0,2,8,0.883831373,0,0.046583851,0.068322981,0,0,3,0
YHR204W,0,1,0,0,0,0,0.137,54,0.407,796,-0.204774,0.4,0,21,8,0.899896737,0,0.057716437,0.076537014,0,0,4,0
YHR216W,0,1,0,0,0,0,0.305,41.3,0.425,523,-0.13499,0.9,5,73,8,0.985345843,0,0.040076336,0.06870229,0,0,6,0
YIL020C,0,1,0,1,0,0,0.161,50.9,0.391,261,-0.38046,1.2,0,1,9,0.715682508,0,0.053435115,0.08778626,0,0,3,0
YIL039W,0,0,1,0,0,0,0.211,49.84,0.397,473,-0.467442,1.7,0,2,9,0.632949521,0,0.05907173,0.103375527,1,0,4,0
YIL051C,1,0,0,0,0,0,0.318,39.67,0.416,145,-0.084138,14.6,0,1,9,0.587151187,0,0.034246575,0.054794521,0,0,4,1
YIL079C,0,1,0,1,0,0,0.126,50.7,0.397,360,-1.221667,1,2,16,9,0.481948691,0,0.096952909,0.096952909,0,0,3,0
YIL095W,0,0,0,0,0,1,0.138,48.27,0.377,810,-0.648148,0.3,1,6,9,0.418141105,0,0.03945746,0.053020962,0,0,3,0
YIL097W,0,1,0,1,0,0,0.138,49.98,0.345,516,-0.5,0.1,0,15,9,0.410161747,0,0.046421663,0.069632495,0,0,4,0
YIL098C,1,0,0,0,0,0,0.133,52.51,0.413,155,-0.918065,1.1,0,1,9,0.409734362,0,0.032051282,0.044871795,0,0,4,0
YIL131C,0,0,0,1,0,0,0.129,52.55,0.426,484,-0.509297,0.3,0,30,9,0.232413017,0,0.041237113,0.055670103,0,0,4,0
YIL144W,0,0,0,0,0,1,0.142,51.78,0.336,691,-0.810275,0.3,0,22,9,0.177487298,0,0.027456647,0.052023121,0,0,3,1
YIL150C,0,1,0,1,0,0,0.117,57.22,0.399,571,-0.830648,0.2,0,6,9,0.142600907,0,0.02972028,0.059440559,0,0,4,1
YIR024C,1,0,0,0,0,0,0.139,48.43,0.361,216,-0.396296,0.4,0,2,9,0.91725792,0,0.00921659,0.059907834,1,0,3,0
YIR026C,0,1,0,0,0,0,0.164,55.01,0.42,364,-0.420055,2,0,2,9,0.922886664,0,0.052054795,0.087671233,0,0,4,0
YIR036C,0,1,0,0,0,0,0.106,60.56,0.516,263,-0.060837,0.6,0,1,9,0.961301249,0,0.045454545,0.056818182,0,0,3,0
YIR037W,0,1,0,0,0,0,0.229,48,0.413,163,-0.478528,5.7,1,2,9,0.961899133,0,0.067073171,0.048780488,0,0,3,0
YJL005W,0,0,0,0,0,0,0.125,52.49,0.388,2026,-0.524136,0.3,0,209,10,0.570226603,0,0.037000493,0.068080908,0,0,3,1
YJL063C,1,0,0,0,0,0,0.088,52.76,0.489,238,-0.418908,1,0,139,10,0.424432955,0,0.029288703,0.075313808,0,0,4,0
YJL065C,0,0,0,1,0,0,0.11,61,0.467,167,-0.637725,0.9,3,2,10,0.423201475,0,0.035714286,0.047619048,0,0,4,0
YJL069C,0,0,0,0,0,1,0.165,47.74,0.397,594,-0.588047,1,0,110,10,0.419376908,0,0.035294118,0.070588235,0,0,4,1
YJL082W,0,1,0,1,0,0,0.173,49.31,0.401,731,-0.281669,0.2,4,1,10,0.377092042,0,0.045081967,0.071038251,0,0,4,0
YJL087C,0,1,0,0,0,0,0.159,49.95,0.36,827,-0.516445,0.6,0,38,10,0.365421145,0,0.062801932,0.073671498,0,0,4,1
YJL097W,0,0,1,0,1,0,0.18,44.32,0.384,217,0.793548,1.8,0,2,10,0.329344659,0,0.077981651,0.055045872,6,0,4,1
YJL098W,0,1,0,0,0,0,0.146,54.1,0.378,1058,-0.751512,0.9,5,109,10,0.324637397,0,0.043437205,0.060434372,0,0,3,0
YJL107C,0,0,0,0,0,0,0.132,51.81,0.4,387,-0.867442,0.1,0,2,10,0.295036247,0,0.020618557,0.046391753,0,0,4,0
YJL133W,1,0,0,0,0,0,0.083,55.61,0.435,314,0.000637,1.2,3,12,10,0.215357559,0,0.066666667,0.101587302,0,0,4,0
YJL136C,0,1,0,0,0,0,0.693,28.56,0.437,87,-0.649425,54.1,1,55,10,0.210868959,1,0.068181818,0.045454545,0,0,1,0
YJL138C,0,1,0,0,0,0,0.751,28.68,0.405,395,-0.197215,15.8,3,324,10,0.207405251,0,0.037878788,0.047979798,0,0,5,0
YJL148W,0,0,0,0,0,1,0.197,54.28,0.375,233,-1.201287,5.3,2,12,10,0.188283761,0,0.021367521,0.055555556,0,0,4,0
YJL164C,0,1,0,1,0,0,0.178,48.08,0.399,397,-0.646348,1,3,23,10,0.149108451,0,0.060301508,0.057788945,0,0,5,0
YJL183W,0,0,0,0,0,1,0.176,48.79,0.396,422,-0.207346,1.6,0,2,10,0.112773059,0,0.063829787,0.063829787,1,0,4,0
YJL191W,0,1,0,1,0,1,0.59,28.89,0.486,138,-0.380435,7.9,1,56,10,0.09898262,1,0.021582734,0.043165468,0,0,3,0
YJL201W,0,1,0,0,0,0,0.15,52.78,0.367,599,-0.314023,0.3,0,15,10,0.072948471,0,0.045,0.041666667,0,0,3,0
YJL222W,0,0,0,0,0,0,0.158,49.36,0.385,1549,-0.41827,0.2,15,48,10,0.01539351,0,0.061935484,0.063870968,1,0,3,0
YJR011C,0,0,0,0,0,0,0.138,57.01,0.333,261,-0.170498,0.1,0,2,10,0.616196522,0,0.057251908,0.076335878,0,0,4,0
YJR075W,0,0,0,0,0,1,0.179,52.71,0.406,396,-0.388384,1.6,0,4,10,0.769870037,0,0.027707809,0.075566751,1,0,4,0
YJR089W,0,0,0,1,0,1,0.134,50.62,0.362,954,-0.902935,0.2,0,19,10,0.788297981,0,0.033507853,0.055497382,0,0,4,0
YJR097W,0,1,0,1,0,0,0.131,55.28,0.362,172,-0.601744,0.4,0,1,10,0.821429913,0,0.069364162,0.098265896,0,0,4,0
YJR119C,0,1,0,1,0,0,0.148,52.68,0.363,728,-0.470742,0.2,0,2,10,0.867140925,0,0.080932785,0.0781893,0,0,4,0
YJR132W,0,1,0,1,0,0,0.147,52.43,0.377,1048,-0.099618,0.8,0,149,10,0.898037948,0,0.057197331,0.061010486,0,0,3,0
YJR136C,0,1,0,0,0,0,0.102,59.68,0.379,421,0.013777,0.7,0,2,10,0.910358122,0,0.059241706,0.073459716,0,0,4,0
YKL007W,0,0,0,0,0,1,0.181,52.43,0.384,268,-0.531716,1.7,0,11,11,0.643631507,0,0.05204461,0.044609665,0,0,4,0
YKL011C,1,0,0,0,0,0,0.112,52.67,0.349,353,-0.496601,0.4,0,28,11,0.631498473,0,0.042372881,0.076271186,0,0,4,0
YKL024C,0,1,0,1,0,0,0.211,49.37,0.458,204,-0.355882,2.9,0,1,11,0.589370466,0,0.03902439,0.048780488,0,0,4,1
YKL033W,0,1,0,0,0,0,0.125,50.21,0.358,1038,-0.071965,0.4,0,1,11,0.562835643,0,0.048123195,0.071222329,0,0,3,1
YKL041W,0,0,0,0,0,1,0.134,54.84,0.393,224,-0.882589,0.8,0,2,11,0.539860003,0,0.026666667,0.062222222,0,0,4,0
YKL054C,0,1,0,0,0,0,0.248,44.38,0.409,738,-1.539295,5.8,76,33,11,0.507765832,0,0.051420839,0.036535859,0,2,5,0
YKL055C,1,0,0,0,0,0,0.13,57.57,0.42,278,-0.239209,0.2,0,1,11,0.503870537,0,0.064516129,0.089605735,0,0,2,0
YKL080W,0,0,0,0,0,1,0.236,47.38,0.385,392,-0.210204,4,0,73,11,0.427154529,0,0.038167939,0.038167939,0,0,5,0
YKL101W,0,0,0,0,0,1,0.129,52.47,0.385,1518,-0.738933,0.6,0,99,11,0.372973014,0,0.025016458,0.055957867,0,0,5,0
YKL110C,0,1,0,0,0,0,0.141,59.42,0.398,313,-0.324601,1.2,0,3,11,0.344403514,0,0.047770701,0.054140127,0,0,5,0
YKL134C,1,0,0,0,0,0,0.135,52.47,0.375,770,-0.384545,0.3,0,2,11,0.287260014,0,0.057068742,0.083009079,0,0,3,0
YKL135C,0,0,0,0,0,1,0.149,48.12,0.37,726,-0.085813,1.8,0,26,11,0.283064619,0,0.045392022,0.072902338,0,0,5,0
YKL150W,1,0,0,0,0,0,0.26,46.88,0.415,302,-0.465232,2,0,17,11,0.249906594,0,0.0330033,0.062706271,1,0,3,0
YKL156W,0,1,0,0,0,0,0.361,28.7,0.431,82,-0.081707,27.7,1,55,11,0.238007638,1,0.072289157,0.108433735,0,0,2,0
YKL157W,1,1,0,0,0,0,0.216,46.25,0.394,935,-0.298503,3.2,2,41,11,0.23257133,1,0.037393162,0.072649573,0,0,5,0
YKL176C,0,0,0,0,0,0,0.117,53.38,0.394,828,-0.440217,1.1,0,32,11,0.177045368,0,0.047044632,0.059107358,0,0,4,0
YKL190W,0,1,0,0,0,0,0.152,44.61,0.411,175,-0.389715,5.3,0,6,11,0.124469386,1,0.011363636,0.028409091,0,0,5,0
YKL192C,1,0,0,0,0,0,0.21,50.07,0.451,125,-0.2544,6.2,0,2,11,0.120853184,0,0.031746032,0.03968254,0,0,4,1
YKL209C,0,0,0,0,1,0,0.127,50.79,0.378,1290,0.078372,3.1,0,2,11,0.069467098,0,0.05344694,0.079008521,10,0,4,0
YKR016W,1,0,0,0,0,0,0.159,51.96,0.375,540,-0.59,0.6,0,1,11,0.704274171,0,0.033271719,0.046210721,1,0,4,0
YKR023W,0,1,0,0,0,0,0.146,50.56,0.377,530,-1.101698,0.2,0,1,11,0.724834007,0,0.030131827,0.065913371,0,0,3,0
YKR038C,0,1,0,1,0,0,0.119,54.1,0.442,386,-0.139637,1.6,0,27,11,0.769457345,0,0.056847545,0.093023256,0,0,4,1
YKR044W,0,1,0,0,0,0,0.099,56.9,0.424,443,-0.355982,0.3,0,1,11,0.782745763,0,0.040540541,0.078828829,2,0,4,0
YKR080W,0,1,0,1,0,0,0.194,51.46,0.397,320,-0.296875,3.4,0,1,11,0.885349879,0,0.068535826,0.059190031,0,0,4,0
YKR088C,0,0,0,0,0,1,0.146,51.02,0.373,337,0.250445,0.9,0,1,11,0.907890374,0,0.041420118,0.065088757,5,0,3,0
YKR092C,0,0,0,0,0,1,0.218,40.65,0.45,406,-1.36133,1.8,76,6,11,0.920593597,0,0.007371007,0.012285012,0,0,3,0
YKR095W,0,0,0,0,0,1,0.165,51.41,0.349,1875,-1.112586,0.7,0,42,11,0.929476551,0,0.017590618,0.031449893,0,0,4,0
YLL023C,0,0,1,0,0,0,0.2,46.11,0.435,279,0.338351,1.3,0,1,12,0.091668962,0,0.053571429,0.067857143,5,0,4,0
YLL039C,0,1,0,1,0,0,0.317,38.11,0.415,381,-0.520997,2.9,15,176,12,0.060478235,0,0.013089005,0.02617801,0,0,6,0
YLL041C,1,0,0,0,0,0,0.229,45.88,0.422,266,-0.320301,1.1,0,20,12,0.050019802,0,0.097378277,0.119850187,0,0,5,0
YLL051C,0,0,0,0,1,0,0.108,55.52,0.395,712,0.15323,0.9,0,2,12,0.036608225,0,0.06171108,0.091164095,7,0,4,0
YLL052C,0,0,1,0,0,0,0.209,50.53,0.468,149,-0.05302,0.2,2,1,12,0.033723716,0,0.066666667,0.18,2,0,4,0
YLR003C,0,0,0,1,0,0,0.151,49.49,0.34,291,-0.690722,1.3,0,84,12,0.146292849,0,0.034246575,0.020547945,0,0,4,0
YLR017W,0,1,0,1,0,0,0.185,51.44,0.426,337,-0.245104,2.8,0,1,12,0.164729593,0,0.050295858,0.100591716,0,0,6,0
YLR028C,0,1,0,0,0,0,0.173,50.61,0.432,591,-0.210998,3.2,5,1,12,0.186719571,0,0.043918919,0.055743243,0,0,6,0
YLR056W,0,0,1,0,0,0,0.249,48.2,0.431,365,-0.048219,14,0,4,12,0.23545572,0,0.06557377,0.112021858,3,0,4,0
YLR063W,0,1,0,0,0,0,0.125,50.47,0.381,365,-0.286301,0.6,0,2,12,0.245005208,0,0.06557377,0.06557377,0,0,3,0
YLR064W,0,0,1,0,0,0,0.105,54.76,0.364,273,0.430037,2,0,3,12,0.246210024,0,0.065693431,0.065693431,5,0,2,0
YLR094C,0,1,0,1,0,0,0.118,55.51,0.454,502,-0.643626,0.6,0,3,12,0.305367506,0,0.027833002,0.073558648,0,0,3,0
YLR109W,0,1,0,1,0,0,0.549,33.37,0.449,176,-0.048296,26.4,0,110,12,0.342043438,0,0.050847458,0.073446328,0,0,4,0
YLR113W,0,1,0,0,0,0,0.175,51.49,0.431,435,-0.241839,4.3,1,19,12,0.344676596,0,0.048165138,0.082568807,0,0,6,0
YLR114C,0,1,0,0,0,0,0.15,51.08,0.388,764,-0.852749,0.7,4,1,12,0.349887263,0,0.02745098,0.049673203,0,0,3,0
YLR129W,0,1,0,1,0,0,0.166,45.38,0.381,943,-0.309226,2.4,0,108,12,0.370680772,0,0.037076271,0.075211864,0,0,4,1
YLR132C,1,1,0,1,0,0,0.12,56.01,0.384,290,-0.466552,0.4,0,1,12,0.378562624,0,0.068728522,0.072164948,0,0,3,1
YLR141W,0,0,0,0,0,1,0.078,52.7,0.536,363,-0.711846,3.3,0,3,12,0.392964765,0,0.043956044,0.090659341,0,0,4,1
YLR177W,0,1,0,0,0,0,0.125,57.25,0.43,628,-0.549363,0.9,79,3,12,0.474001853,0,0.047694754,0.046104928,0,0,2,0
YLR181C,0,0,0,0,0,1,0.117,59.96,0.394,330,-0.60697,0.8,0,1,12,0.48013816,0,0.048338369,0.057401813,0,0,3,0
YLR189C,0,1,0,0,0,0,0.126,50.22,0.387,1198,-0.467947,0.7,0,52,12,0.495648657,0,0.037531276,0.060050042,0,0,4,0
YLR190W,0,0,0,0,0,0,0.143,52.45,0.413,491,-0.812424,0.5,0,3,12,0.496410131,0,0.026422764,0.044715447,0,0,4,0
YLR204W,1,0,0,0,0,0,0.085,52.98,0.45,111,-0.742342,1,0,1,12,0.512229485,0,0.017857143,0.125,0,0,4,0
YLR263W,0,1,0,0,0,0,0.161,51.86,0.352,827,-0.754897,0.3,0,9,12,0.621738812,0,0.027777778,0.051932367,0,0,3,0
YLR287C,0,1,0,0,0,0,0.143,51.45,0.358,355,-0.489859,47.2,1,3,12,0.660432046,0,0.036516854,0.042134831,0,0,4,0
YLR291C,0,1,0,0,0,1,0.167,48.14,0.386,381,-0.210761,2.1,0,71,12,0.667299218,0,0.028795812,0.054973822,0,0,4,1
YLR292C,0,0,1,0,0,0,0.144,45.21,0.389,193,-0.1,2.1,0,6,12,0.668141384,0,0.025773196,0.067010309,0,0,4,0
YLR301W,0,1,0,1,0,0,0.313,39.78,0.399,244,-0.436476,4.8,0,2,12,0.677838343,0,0.032653061,0.053061224,0,0,3,0
YLR310C,0,1,0,0,0,0,0.13,51.99,0.37,1589,-0.526243,1.3,0,65,12,0.702109031,0,0.03836478,0.055345912,0,0,4,1
YLR315W,0,0,0,0,0,1,0.083,61,0.44,153,-0.335294,3.3,0,3,12,0.709355549,0,0.032467532,0.038961039,0,0,2,0
YLR321C,0,0,0,1,0,0,0.172,49.47,0.393,426,-0.676291,0.4,0,42,12,0.721464923,0,0.032786885,0.074941452,0,0,3,1
YLR326W,0,0,0,0,0,0,0.111,51.53,0.426,240,-0.587083,0.7,0,8,12,0.725462426,0,0.070539419,0.10373444,2,0,4,0
YLR369W,1,0,0,0,0,0,0.148,48.31,0.38,657,-0.31035,0.2,5,24,12,0.797229202,0,0.021276596,0.025835866,0,0,5,0
YLR417W,0,1,0,0,0,0,0.114,55.38,0.411,566,-0.399823,0.3,0,3,12,0.885763231,0,0.051146384,0.0670194,0,0,4,0
YLR418C,0,0,0,1,0,0,0.136,50.92,0.388,393,-0.565903,0.6,0,27,12,0.888624553,0,0.032994924,0.063451777,0,0,5,0
YLR419W,0,1,0,0,0,0,0.158,49.55,0.368,1435,-0.448781,0.4,0,1,12,0.888933409,0,0.041086351,0.052924791,0,0,4,0
YLR420W,0,1,0,1,0,0,0.149,48.7,0.399,364,-0.159616,3.6,0,2,12,0.893901999,0,0.043835616,0.073972603,0,0,4,0
YLR427W,0,1,0,0,0,0,0.141,56.39,0.405,670,-0.743134,0.7,0,27,12,0.916758257,0,0.05514158,0.068554396,0,0,4,0
YLR436C,0,1,0,0,0,0,0.137,54.19,0.383,1274,-0.354788,0.9,0,17,12,0.937920909,0,0.040784314,0.062745098,0,0,3,0
YLR448W,0,1,0,0,0,0,0.627,32.09,0.436,176,-0.476136,23.9,1,80,12,0.95425224,1,0.028248588,0.02259887,0,0,2,0
YML009C,1,0,0,0,0,0,0.131,39.53,0.41,70,-0.37,3,0,52,13,0.272076847,0,0.042253521,0.028169014,0,0,4,0
YML012W,0,0,1,0,0,0,0.214,48.79,0.428,211,-0.255924,11.9,0,19,13,0.26623541,0,0.033018868,0.04245283,1,0,4,0
YML018C,0,0,0,0,0,1,0.122,57.5,0.427,393,0.438168,1.7,0,2,13,0.255240527,0,0.035532995,0.065989848,8,0,4,0
YML025C,1,0,0,0,0,0,0.155,52.15,0.425,286,-0.382867,0.7,0,131,13,0.243788064,1,0.027874564,0.034843206,0,0,3,1
YML038C,0,0,0,0,0,1,0.121,52.43,0.388,442,0.383032,0.9,0,5,13,0.220787945,0,0.045146727,0.065462754,9,0,4,0
YML055W,0,0,1,0,0,0,0.145,54.78,0.361,178,-0.341573,1.7,0,5,13,0.178261199,0,0.072625698,0.022346369,2,0,4,0
YML060W,0,0,0,1,0,0,0.145,55.59,0.402,376,-0.319947,0.7,0,1,13,0.164286101,0,0.055702918,0.090185676,0,0,4,0
YML064C,0,0,0,0,0,1,0.074,58.51,0.419,245,-0.178367,0.7,0,149,13,0.157801023,0,0.040650407,0.052845528,0,0,4,1
YML072C,0,0,0,0,0,1,0.206,47.43,0.391,1545,-0.495016,2.9,0,11,13,0.139942451,0,0.031694696,0.050452781,1,0,5,0
YML088W,0,1,0,0,0,0,0.121,52.11,0.399,668,-0.582036,0.4,0,10,13,0.099774996,0,0.035874439,0.073243647,0,0,4,0
YML106W,0,1,0,1,0,0,0.256,42.44,0.413,226,0.141593,13.4,1,1,13,0.061414061,0,0.04845815,0.030837004,0,0,4,0
YML112W,0,1,0,1,0,0,0.147,58.23,0.43,296,-0.666892,0.4,0,9,13,0.048746795,0,0.057239057,0.080808081,0,0,4,0
YML115C,0,0,0,0,1,1,0.146,50.24,0.405,535,-0.460748,1,0,6,13,0.045210562,0,0.054104478,0.069029851,1,0,4,0
YMR010W,0,0,0,0,0,1,0.141,50.66,0.358,405,0.173333,1.1,0,1,13,0.308405179,0,0.064039409,0.0591133,8,0,4,0
YMR021C,0,1,0,1,0,0,0.141,52.43,0.4,417,-0.521823,0.7,0,51,13,0.344446848,0,0.06937799,0.107655502,0,0,4,0
YMR042W,0,0,0,1,0,0,0.099,51.98,0.514,177,-0.858192,0.3,0,4,13,0.381426392,0,0.02247191,0.028089888,1,0,3,0
YMR060C,1,0,0,0,0,0,0.121,48.51,0.367,327,-0.355352,0.3,0,7,13,0.424601106,0,0.057926829,0.057926829,0,0,4,0
YMR097C,1,0,0,0,0,0,0.104,50.86,0.369,367,-0.513351,0.3,0,1,13,0.498172928,0,0.046195652,0.065217391,0,0,4,0
YMR123W,0,0,1,0,0,0,0.147,44.5,0.426,122,-0.123771,5.9,0,1,13,0.55557695,0,0.024390244,0.073170732,2,0,3,0
YMR144W,0,0,0,1,0,0,0.102,57.06,0.381,342,-0.868713,0.2,0,28,13,0.598596973,0,0.017492711,0.069970845,0,0,4,0
YMR165C,0,1,0,0,0,0,0.126,53.64,0.41,862,-0.689559,0.2,0,1,13,0.641072877,0,0.022016222,0.044032445,0,0,3,0
YMR234W,0,1,0,1,0,0,0.133,48.86,0.367,348,-0.872701,0.2,0,36,13,0.80077994,0,0.074498567,0.065902579,0,0,4,0
YMR240C,0,0,0,1,0,0,0.125,55.43,0.412,436,-1.008716,0.6,0,97,13,0.812651039,0,0.034324943,0.068649886,0,0,3,1
YMR266W,0,0,0,0,0,1,0.192,46.63,0.383,953,0.018258,1.1,0,53,13,0.863793905,0,0.053459119,0.055555556,11,0,4,0
YMR269W,0,0,0,0,0,1,0.124,41.22,0.382,211,-1.574882,1.7,0,1,13,0.870217323,0,0.014150943,0.051886792,0,0,3,0
YMR278W,0,1,0,1,0,0,0.152,50.02,0.391,622,-0.362862,0.6,0,1,13,0.890020878,0,0.054574639,0.083467095,0,0,4,0
YMR302C,1,0,0,0,0,0,0.16,51.06,0.398,850,-0.394706,1.4,0,10,13,0.94395898,0,0.036427732,0.052878966,0,0,4,0
YMR319C,0,0,0,0,1,1,0.198,46.21,0.402,552,-0.020471,1.3,0,159,13,0.989297189,0,0.050632911,0.086799277,7,0,3,0
YNL032W,0,1,0,0,0,0,0.114,55.16,0.39,281,-0.60605,2.1,0,8,14,0.732479269,0,0.035460993,0.074468085,0,0,5,0
YNL040W,0,1,0,0,0,0,0.168,51.97,0.392,456,-0.383772,1.3,0,9,14,0.705544109,0,0.052516411,0.065645514,0,0,2,0
YNL041C,0,0,0,0,0,1,0.144,50.02,0.348,839,-0.406317,0.4,0,9,14,0.703768066,0,0.036904762,0.041666667,0,0,3,0
YNL045W,0,1,0,1,0,0,0.239,47.9,0.404,671,-0.368554,0.9,0,3,14,0.692262676,0,0.043154762,0.072916667,0,0,5,0
