Gene	Ensembl.Gene.ID	Essential	GC.content	Strand	Transcript.length	Transmembrane.length.discretized	Coiled.coil.discretized
BCH2	YKR027W	0	37.38	1	2298	0	0
BCK1	YJL095W	0	38.83	1	4437	0	0
BCK2	YER167W	0	40.38	1	2556	0	0
BCS1	YDR375C	0	41.28	-1	1371	1	0
BCY1	YIL033C	0	45.88	-1	1251	0	0
BDF1	YLR399C	0	43.04	-1	2061	0	1
BDF2	YDL070W	0	36.83	1	1917	0	1
BDH1	YAL060W	0	45	1	1149	0	0
BDH2	YAL061W	0	48.41	1	1254	0	1
BEM1	YBR200W	0	38.41	1	1656	0	0
BEM2	YER155C	0	36.02	-1	6504	0	1
BEM3	YPL115C	0	37.47	-1	3387	0	1
BEM4	YPL161C	0	35.8	-1	1902	0	0
BER1	YLR412W	0	36.48	1	825	0	0
BFA1	YJR053W	0	37.62	1	1725	0	1
BFR1	YOR198C	0	37.65	-1	1413	0	1
BGL2	YGR282C	0	43.1	-1	942	0	0
BIK1	YCL029C	0	43.69	-1	1323	0	1
BIL1	YOR304C-A	0	38.96	-1	231	0	1
BIM1	YER016W	0	40.39	1	1035	0	1
BIO2	YGR286C	0	42.38	-1	1128	0	1
BIO3	YNR058W	0	43.17	1	1443	0	0
BIO4	YNR057C	0	45.94	-1	714	0	0
BIO5	YNR056C	0	40.33	-1	1686	1	0
BIT2	YBR270C	0	40.96	-1	1638	0	0
BIT61	YJL058C	0	37.38	-1	1632	0	0
BLI1	YKL061W	0	34.8	1	342	0	1
BLS1	YLR408C	0	36.31	-1	369	0	0
BMH1	YER177W	0	45.77	1	804	0	1
BMH2	YDR099W	0	39.9	1	822	0	1
BMT2	YBR141C	0	40.43	-1	1014	0	0
BMT5	YIL096C	0	34.22	-1	1011	0	0
BMT6	YLR063W	0	37.98	1	1098	0	0
BNA1	YJR025C	0	40.26	-1	534	0	0
BNA2	YJR078W	0	45.23	1	1362	0	1
BNA3	YJL060W	0	39.18	1	1335	0	0
BNA4	YBL098W	0	38.61	1	1383	0	0
BNA5	YLR231C	0	41.92	-1	1362	0	0
BNA6	YFR047C	0	44.37	-1	888	0	0
BNA7	YDR428C	0	36.51	-1	786	0	0
BNI1	YNL271C	0	39.18	-1	5862	0	1
BNI4	YNL233W	0	38.34	1	2679	0	1
BNI5	YNL166C	0	41.05	-1	1347	0	1
BNR1	YIL159W	0	36.12	1	4128	0	1
BNS1	YGR230W	0	39.61	1	414	0	1
BOI1	YBL085W	0	39.99	1	2943	0	1
BOI2	YER114C	0	41.59	-1	3123	0	1
BOP2	YLR267W	0	35.9	1	1713	0	0
BOP3	YNL042W	0	40.72	1	1191	0	0
BOR1	YNL275W	0	39.28	1	1731	1	1
BPH1	YCR032W	0	35.06	1	6504	0	0
BPT1	YLL015W	0	36.84	1	4680	1	0
BRE1	YDL074C	0	35.85	-1	2103	0	1
BRE2	YLR015W	0	39.72	1	1518	0	0
BRE4	YDL231C	0	39.64	-1	3378	1	1
BRE5	YNR051C	0	39.66	-1	1548	0	0
BRO1	YPL084W	0	36.73	1	2535	0	1
BRP1	YGL007W	0	46.3	1	378	1	0
BRR1	YPR057W	0	40.06	1	1026	0	0
BSC1	YDL037C	0	39.92	-1	987	0	0
BSC2	YDR275W	0	38.56	1	708	1	0
BSC4	YNL269W	0	40.4	1	396	0	0
BSC5	YNR069C	0	40	-1	1470	0	0
BSC6	YOL137W	0	38.15	1	1494	1	0
BSD2	YBR290W	0	38.51	1	966	1	0
BSP1	YPR171W	0	40.27	1	1731	0	0
BST1	YFL025C	0	36.93	-1	3090	1	0
BTN2	YGR142W	0	36.74	1	1233	0	1
BTS1	YPL069C	0	37.2	-1	1008	0	0
BTT1	YDR252W	0	39.56	1	450	0	1
BUB1	YGR188C	0	37.7	-1	3066	0	1
BUB2	YMR055C	0	43.65	-1	921	1	0
BUB3	YOR026W	0	39.08	1	1026	0	0
BUD13	YGL174W	0	40.07	1	801	0	0
BUD14	YAR014C	0	41.64	-1	2130	0	0
BUD16	YEL029C	0	37.7	-1	939	0	0
BUD17	YNR027W	0	43.92	1	954	0	0
BUD19	YJL188C	0	36.57	-1	309	0	0
BUD2	YKL092C	0	34.45	-1	3315	0	0
BUD20	YLR074C	0	47.7	-1	501	0	0
BUD21	YOR078W	0	39.07	1	645	0	0
BUD22	YMR014W	0	37.18	1	1560	0	1
BUD23	YCR047C	0	52.66	-1	828	0	0
BUD26	YDR241W	0	29.17	1	288	1	0
BUD28	YLR062C	0	42.33	-1	378	0	0
BUD3	YCL014W	0	38	1	4911	0	0
BUD31	YCR063W	0	47.89	1	474	0	0
BUD32	YGR262C	0	42.88	-1	786	0	0
BUD4	YJR092W	0	39.3	1	4344	0	1
BUD6	YLR319C	0	38.74	-1	2367	0	0
BUD7	YOR299W	0	41.1	1	2241	0	1
BUD8	YLR353W	0	41.89	1	1812	1	0
BUD9	YGR041W	0	40.09	1	1644	1	0
BUG1	YDL099W	0	38.3	1	1026	0	1
BUL1	YMR275C	0	40.36	-1	2931	0	1
BUL2	YML111W	0	36.77	1	2763	0	1
BUR2	YLR226W	0	34.34	1	1188	0	0
BXI1	YNL305C	0	48.32	-1	894	1	0
BYE1	YKL005C	0	38.94	-1	1785	0	0
BZZ1	YHR114W	0	39.06	1	1902	0	1
CAC2	YML102W	0	48.97	1	1407	0	0
CAD1	YDR423C	0	42.11	-1	1230	0	1
CAF120	YNL278W	0	43.29	1	3183	0	0
CAF130	YGR134W	0	37.73	1	3369	1	0
CAF16	YFL028C	0	39.43	-1	870	0	0
CAF20	YOR276W	0	39.92	1	486	0	0
CAF4	YKR036C	0	39.75	-1	1932	0	1
CAF40	YNL288W	0	43.32	1	1122	0	0
CAJ1	YER048C	0	40.31	-1	1176	0	1
CAM1	YPL048W	0	46.55	1	1248	0	0
CAN1	YEL063C	0	41.06	-1	1773	1	0
CAP1	YKL007W	0	38.41	1	807	0	0
CAP2	YIL034C	0	41.44	-1	864	0	1
CAR1	YPL111W	0	47.5	1	1002	0	0
CAR2	YLR438W	0	51.84	1	1275	0	0
CAT2	YML042W	0	39.49	1	2013	0	0
CAT5	YOR125C	0	43.02	-1	702	0	0
CAT8	YMR280C	0	37.7	-1	4302	0	1
CAX4	YGR036C	0	38.06	-1	720	1	0
CBC2	YPL178W	0	39.71	1	627	0	0
CBF1	YJR060W	0	44.89	1	1056	0	1
CBP1	YJL209W	0	37.1	1	1965	0	0
CBP2	YHL038C	0	39.04	-1	1893	0	0
CBP3	YPL215W	0	38.1	1	1008	0	0
CBP4	YGR174C	0	44.25	-1	513	1	1
CBP6	YBR120C	0	34.56	-1	489	0	0
CBR1	YIL043C	0	45.73	-1	855	1	0
CBS1	YDL069C	0	33.77	-1	690	0	0
CBS2	YDR197W	0	36.32	1	1170	0	0
CBT1	YKL208W	0	42.28	1	816	0	0
CCC1	YLR220W	0	42.83	1	969	1	0
CCC2	YDR270W	0	39.3	1	3015	1	0
CCE1	YKL011C	0	34.84	-1	1062	0	0
CCH1	YGR217W	0	37.61	1	6120	1	0
CCM1	YGR150C	0	35.18	-1	2595	0	1
CCP1	YKR066C	0	48.16	-1	1086	1	0
CCR4	YAL021C	0	45.66	-1	2514	0	0
CCS1	YMR038C	0	46.67	-1	750	0	0
CCW12	YLR110C	0	51.99	-1	402	0	0
CCW14	YLR390W-A	0	48.26	1	717	0	0
CCZ1	YBR131W	0	37.59	1	2115	0	0
CDA1	YLR307W	0	39.62	1	906	0	0
CDA2	YLR308W	0	38.55	1	939	0	0
CDC10	YCR002C	0	37.05	-1	969	0	0
CDC26	YFR036W	0	48.27	1	375	0	0
CDC40	YDR364C	0	38.67	-1	1368	0	0
CDC50	YCR094W	0	36.82	1	1176	1	0
CDC73	YLR418C	0	38.83	-1	1182	0	0
CDH1	YGL003C	0	42.21	-1	1701	0	0
CEX1	YOR112W	0	38.01	1	2286	0	0
CGI121	YML036W	0	35.89	1	546	0	0
CGR1	YGL029W	0	39.67	1	363	0	1
CHA1	YCL064C	0	39.34	-1	1083	0	0
CHA4	YLR098C	0	37.8	-1	1947	0	1
CHC1	YGL206C	0	37.4	-1	4962	0	0
CHD1	YER164W	0	39.6	1	4407	0	1
CHK1	YBR274W	0	37.75	1	1584	0	0
CHL1	YPL008W	0	36.93	1	2586	0	0
CHL4	YDR254W	0	35.15	1	1377	0	0
CHO2	YGR157W	0	34.94	1	2610	1	0
CHS1	YNL192W	0	36.84	1	3396	1	0
CHS3	YBR023C	0	39.17	-1	3498	1	0
CHS5	YLR330W	0	41.67	1	2016	0	0
CHS6	YJL099W	0	38.11	1	2241	0	0
CHS7	YHR142W	0	39.85	1	951	1	0
CHZ1	YER030W	0	38.96	1	462	0	1
CIK1	YMR198W	0	37.87	1	1785	0	1
CIN1	YOR349W	0	38.85	1	3045	0	0
CIN2	YPL241C	0	36.08	-1	807	0	0
CIN4	YMR138W	0	41.49	1	576	0	0
CIN5	YOR028C	0	39.53	-1	888	0	1
CIN8	YEL061C	0	35.4	-1	3003	0	1
CIR1	YGR207C	0	37.91	-1	786	0	0
CIR2	YOR356W	0	41.93	1	1896	0	0
CIS3	YJL158C	0	46.78	-1	684	0	0
CIT1	YNR001C	0	39.72	-1	1440	0	0
CIT2	YCR005C	0	39.84	-1	1383	0	0
CIT3	YPR001W	0	41.2	1	1461	0	0
CKA1	YIL035C	0	34.94	-1	1119	0	0
CKA2	YOR061W	0	39.31	1	1020	0	0
CKB1	YGL019W	0	45.88	1	837	0	0
CKB2	YOR039W	0	38.35	1	777	0	0
CKI1	YLR133W	0	41.17	1	1749	0	0
CLA4	YNL298W	0	41.36	1	2529	0	0
CLB1	YGR108W	0	37.22	1	1416	0	0
CLB2	YPR119W	0	36.92	1	1476	0	0
CLB3	YDL155W	0	41.51	1	1284	0	0
CLB4	YLR210W	0	38.11	1	1383	0	0
CLB5	YPR120C	0	38.23	-1	1308	0	0
CLB6	YGR109C	0	34.3	-1	1143	0	0
CLC1	YGR167W	0	40.46	1	702	0	1
CLD1	YGR110W	0	39.16	1	1338	0	0
CLG1	YGL215W	0	37.82	1	1359	0	0
CLN1	YMR199W	0	38.09	1	1641	0	0
CLN2	YPL256C	0	39.56	-1	1638	0	1
CLN3	YAL040C	0	41.08	-1	1743	0	0
CLU1	YMR012W	0	37.22	1	3834	0	1
CMC1	YKL137W	0	36.31	1	336	0	0
CMK1	YFR014C	0	40.87	-1	1341	0	0
CMK2	YOL016C	0	40.25	-1	1344	0	0
CMP2	YML057W	0	43.09	1	1815	0	0
CMR1	YDL156W	0	42.19	1	1569	0	0
CMR3	YPR013C	0	41.19	-1	954	0	0
CMS1	YLR003C	0	33.9	-1	876	0	1
CNA1	YLR433C	0	38.81	-1	1662	0	0
CNB1	YKL190W	0	40.56	1	528	0	0
CNE1	YAL058W	0	43.41	1	1509	1	0
CNL1	YDR357C	0	35.5	-1	369	0	1
CNM67	YNL225C	0	34.99	-1	1746	0	1
CNN1	YFR046C	0	40.24	-1	1086	0	0
COA1	YIL157C	0	44.11	-1	594	0	0
COA4	YLR218C	0	45.47	-1	453	0	0
COA6	YMR244C-A	0	45.71	-1	315	0	0
COG1	YGL223C	0	36.44	-1	1254	0	0
COG5	YNL051W	0	33.83	1	1212	0	0
COG6	YNL041C	0	34.8	-1	2520	0	1
COG7	YGL005C	0	35.24	-1	840	0	1
COG8	YML071C	0	37.45	-1	1824	0	1
COM2	YER130C	0	38.06	-1	1332	0	0
COQ1	YBR003W	0	40.51	1	1422	0	0
COQ10	YOL008W	0	38.3	1	624	0	0
COQ11	YLR290C	0	36.33	-1	834	0	0
COQ2	YNR041C	0	47.45	-1	1119	1	0
COQ3	YOL096C	0	41	-1	939	0	0
COQ4	YDR204W	0	43.75	1	1008	0	0
COQ5	YML110C	0	40.58	-1	924	0	0
COQ9	YLR201C	0	38.7	-1	783	0	0
COR1	YBL045C	0	42.07	-1	1374	0	0
COS1	YNL336W	0	37.87	1	1146	1	0
COS10	YNR075W	0	39.56	1	1125	1	0
COS111	YBR203W	0	38.67	1	2775	0	0
COS12	YGL263W	0	36.13	1	1143	1	0
COS6	YGR295C	0	38.74	-1	1146	1	0
COT1	YOR316C	0	41.52	-1	1320	1	0
COX10	YPL172C	0	40.17	-1	1389	1	0
COX11	YPL132W	0	39.31	1	903	1	1
COX12	YLR038C	0	40.08	-1	252	0	0
COX14	YML129C	0	42.72	-1	213	1	0
COX15	YER141W	0	41	1	1461	1	0
COX16	YJL003W	0	38.38	1	357	1	0
COX17	YLL009C	0	41.9	-1	210	0	0
COX18	YGR062C	0	42.69	-1	951	1	0
COX19	YLL018C-A	0	48.82	-1	297	0	0
COX20	YDR231C	0	47.57	-1	618	0	1
COX23	YHR116W	0	49.56	1	456	0	0
COX5A	YNL052W	0	45.02	1	462	1	0
COX6	YHR051W	0	38.7	1	447	0	1
COX7	YMR256C	0	38.25	-1	183	1	0
COX8	YLR395C	0	38.82	-1	237	1	0
COX9	YDL067C	0	47.78	-1	180	1	0
COY1	YKL179C	0	36.86	-1	2040	1	1
CPA1	YOR303W	0	42.31	1	1236	0	0
CPA2	YJR109C	0	38.99	-1	3357	0	0
CPD1	YGR247W	0	44.44	1	720	0	0
CPR1	YDR155C	0	48.26	-1	489	0	0
CPR2	YHR057C	0	45.95	-1	618	0	0
CPR3	YML078W	0	41.71	1	549	0	0
CPR4	YCR069W	0	43.36	1	957	0	0
CPR5	YDR304C	0	42.33	-1	678	0	0
CPR6	YLR216C	0	38.17	-1	1116	0	0
CPR7	YJR032W	0	36.63	1	1182	0	0
CPR8	YNR028W	0	39.16	1	927	1	1
CPS1	YJL172W	0	41.31	1	1731	1	0
CPT1	YNL130C	0	36.97	-1	1182	1	0
CRC1	YOR100C	0	41.87	-1	984	1	0
CRD1	YDL142C	0	38.97	-1	852	1	0
CRF1	YDR223W	0	40.24	1	1404	0	0
CRG1	YHR209W	0	36.53	1	876	0	0
CRH1	YGR189C	0	43.37	-1	1524	0	0
CRN1	YLR429W	0	42.84	1	1956	0	1
CRP1	YHR146W	0	41.85	1	1398	0	1
CRR1	YLR213C	0	44.68	-1	1269	0	0
CRS5	YOR031W	0	42.38	1	210	0	0
CRT10	YOL063C	0	39.18	-1	2874	0	1
CRZ1	YNL027W	0	37.7	1	2037	0	1
CSC1	YLR241W	0	39	1	2349	1	1
CSE2	YNR010W	0	37.56	1	450	0	0
CSF1	YLR087C	0	37.48	-1	8877	1	0
CSG2	YBR036C	0	43.39	-1	1233	1	0
CSH1	YBR161W	0	38.2	1	1131	1	0
CSI1	YMR025W	0	32.55	1	888	0	0
CSI2	YOL007C	0	39.47	-1	1026	1	0
CSM1	YCR086W	0	43.98	1	573	0	1
CSM2	YIL132C	0	37.69	-1	642	0	0
CSM3	YMR048W	0	39.94	1	954	0	0
CSM4	YPL200W	0	35.03	1	471	1	0
CSN9	YDR179C	0	31.7	-1	489	0	0
CSR1	YLR380W	0	45.88	1	1227	0	0
CSR2	YPR030W	0	40.14	1	3366	0	0
CST26	YBR042C	0	37.1	-1	1194	1	0
CST6	YIL036W	0	40.31	1	1764	0	0
CST9	YLR394W	0	38.03	1	1449	0	0
CTA1	YDR256C	0	42.38	-1	1548	0	0
CTF18	YMR078C	0	38.01	-1	2226	0	0
CTF19	YPL018W	0	39.37	1	1110	0	1
CTF3	YLR381W	0	38.56	1	2202	0	0
CTF4	YPR135W	0	38.47	1	2784	0	0
CTF8	YHR191C	0	43.28	-1	402	0	0
CTH1	YDR151C	0	38.14	-1	978	0	0
CTI6	YPL181W	0	43.06	1	1521	0	0
CTK1	YKL139W	0	36.17	1	1587	0	0
CTK2	YJL006C	0	35.49	-1	972	0	0
CTK3	YML112W	0	42.99	1	891	0	0
CTL1	YMR180C	0	39.56	-1	963	0	0
CTM1	YHR109W	0	37.49	1	1758	0	0
CTO1	YCR015C	0	34.91	-1	954	0	0
CTP1	YBR291C	0	41.78	-1	900	0	0
CTR1	YPR124W	0	41.11	1	1221	1	0
CTS1	YLR286C	0	40.85	-1	1689	0	0
CTS2	YDR371W	0	35.03	1	1536	1	0
CTT1	YGR088W	0	41.21	1	1689	0	0
CUE1	YMR264W	0	44.28	1	612	0	0
CUE2	YKL090W	0	37.24	1	1332	0	0
CUE3	YGL110C	0	37.01	-1	1875	0	0
CUE4	YML101C	0	51.41	-1	354	1	0
CUE5	YOR042W	0	44.42	1	1236	0	0
CUL3	YGR003W	0	35.7	1	2235	0	0
CUP2	YGL166W	0	47.35	1	678	0	0
CUP9	YPL177C	0	41.26	-1	921	0	0
CUR1	YPR158W	0	36.76	1	759	0	0
CUS2	YNL286W	0	38.34	1	858	0	1
CUZ1	YNL155W	0	37.82	1	825	0	0
CWC15	YDR163W	0	41.67	1	528	0	0
CWC21	YDR482C	0	51.47	-1	408	0	1
CWC27	YPL064C	0	38.63	-1	906	0	0
CWH41	YGL027C	0	39.25	-1	2502	0	0
CWH43	YCR017C	0	39.55	-1	2862	1	0
CWP1	YKL096W	0	45.97	1	720	0	0
CWP2	YKL096W-A	0	50.54	1	279	0	0
CYB2	YML054C	0	41.1	-1	1776	0	0
CYC1	YJR048W	0	42.42	1	330	0	0
CYC2	YOR037W	0	38.06	1	1101	0	0
CYC3	YAL039C	0	53.09	-1	810	0	0
CYC7	YEL039C	0	40.35	-1	342	0	0
CYC8	YBR112C	0	43.78	-1	2901	0	1
CYK3	YDL117W	0	38.64	1	2658	0	1
CYM1	YDR430C	0	38.79	-1	2970	0	0
CYS3	YAL012W	0	48.69	1	1185	0	0
CYS4	YGR155W	0	40.29	1	1524	0	0
CYT1	YOR065W	0	45.48	1	930	0	0
CYT2	YKL087C	0	44.15	-1	675	0	0
DAK1	YML070W	0	41.65	1	1755	0	0
DAK2	YFL053W	0	46.4	1	1776	0	0
DAL1	YIR027C	0	45.7	-1	1383	0	0
DAL2	YIR029W	0	42.34	1	1032	0	0
DAL3	YIR032C	0	45.58	-1	588	0	0
DAL4	YIR028W	0	40.99	1	1908	1	0
DAL5	YJR152W	0	39.09	1	1632	1	0
DAL7	YIR031C	0	40.18	-1	1665	0	0
DAL80	YKR034W	0	43.46	1	810	0	0
DAL81	YIR023W	0	39.92	1	2913	0	1
DAL82	YNL314W	0	44.27	1	768	0	0
DAN1	YJR150C	0	46.38	-1	897	1	0
DAP1	YPL170W	0	44.88	1	459	0	0
DAP2	YHR028C	0	38.58	-1	2457	1	0
DAS1	YJL149W	0	37.55	1	1992	0	0
DAS2	YDR020C	0	36.91	-1	699	0	0
DAT1	YML113W	0	49.8	1	747	0	1
DBF2	YGR092W	0	38.74	1	1719	0	0
DBF20	YPR111W	0	37.94	1	1695	0	0
DBP1	YPL119C	0	42.61	-1	1854	0	0
DBP3	YGL078C	0	38.8	-1	1572	0	1
DBP7	YKR024C	0	39.57	-1	2229	0	0
DBR1	YKL149C	0	38.1	-1	1218	0	0
DCC1	YCL016C	0	43.22	-1	1143	0	0
DCG1	YIR030C	0	35.92	-1	735	0	0
DCI1	YOR180C	0	37.87	-1	816	0	0
DCK1	YLR422W	0	37.25	1	5799	0	1
DCN1	YLR128W	0	40.04	1	810	0	0
DCR2	YLR361C	0	39.55	-1	1737	1	0
DCS1	YLR270W	0	38.46	1	1053	0	0
DCS2	YOR173W	0	41.24	1	1062	0	0
DCV1	YFR012W	0	37.93	1	609	1	0
DCW1	YKL046C	0	42.74	-1	1350	1	0
DDC1	YPL194W	0	38.5	1	1839	0	0
DDI1	YER143W	0	42.27	1	1287	0	0
DDI3	YNL335W	0	44.1	1	678	0	0
DDP1	YOR163W	0	42.5	1	567	0	0
DDR48	YMR173W	0	39.21	1	1293	0	0
DEF1	YKL054C	0	40.82	-1	2217	0	1
DEP1	YAL013W	0	51.48	1	1218	0	1
DER1	YBR201W	0	38.21	1	636	1	0
DET1	YDR051C	0	39	-1	1005	0	0
DFG10	YIL049W	0	34.78	1	762	1	0
DFG16	YOR030W	0	35.65	1	1860	1	0
DFG5	YMR238W	0	40.96	1	1377	1	0
DFM1	YDR411C	0	44.05	-1	1026	1	0
DGA1	YOR245C	0	37.79	-1	1257	1	0
DGK1	YOR311C	0	38.95	-1	873	1	0
DGR2	YKL121W	0	38.14	1	2559	0	0
DHH1	YDL160C	0	39.25	-1	1521	0	0
DIA1	YMR316W	0	39.07	1	1011	0	0
DIA2	YOR080W	0	34.83	1	2199	0	0
DIA3	YDL024C	0	39.87	-1	1407	0	0
DIA4	YHR011W	0	39.67	1	1341	0	1
DIC1	YLR348C	0	48.61	-1	897	0	0
DID4	YKL002W	0	40.03	1	699	0	1
DIE2	YGR227W	0	36.19	1	1578	1	0
DIF1	YLR437C	0	52.99	-1	402	0	1
DIG1	YPL049C	0	48.34	-1	1359	0	0
DIG2	YDR480W	0	40.84	1	972	0	0
DIN7	YDR263C	0	36.27	-1	1293	0	0
DIP5	YPL265W	0	39.52	1	1827	1	0
DIT1	YDR403W	0	37.18	1	1611	0	0
DIT2	YDR402C	0	37.96	-1	1470	1	0
DLD1	YDL174C	0	44.78	-1	1764	0	0
DLD2	YDL178W	0	38.67	1	1593	0	0
DLD3	YEL071W	0	40.17	1	1491	0	0
DLS1	YJL065C	0	46.43	-1	504	0	0
DLT1	YMR126C	0	35.86	-1	1029	1	0
DMA1	YHR115C	0	42.77	-1	1251	0	1
DMA2	YNL116W	0	42.83	1	1569	0	1
DMC1	YER179W	0	38.92	1	1005	0	0
DNF1	YER166W	0	39.23	1	4716	1	1
DNF2	YDR093W	0	41.27	1	4839	1	0
DNF3	YMR162C	0	37.72	-1	4971	1	0
DNL4	YOR005C	0	37.5	-1	2835	0	0
DNM1	YLL001W	0	37.82	1	2274	0	0
DOA1	YKL213C	0	39.71	-1	2148	0	0
DOA4	YDR069C	0	35.53	-1	2781	0	0
DOC1	YGL240W	0	43.16	1	753	0	0
DOG1	YHR044C	0	41.57	-1	741	0	0
DOG2	YHR043C	0	40.35	-1	741	0	0
DOM34	YNL001W	0	34.8	1	1161	0	0
DON1	YDR273W	0	39.71	1	1098	0	0
DOS2	YDR068W	0	37.08	1	933	0	1
DOT1	YDR440W	0	37.51	1	1749	0	0
DOT5	YIL010W	0	39.35	1	648	0	0
DOT6	YER088C	0	45.36	-1	2013	0	0
DPB3	YBR278W	0	41.42	1	606	0	1
DPB4	YDR121W	0	42.3	1	591	0	1
DPH1	YIL103W	0	37.87	1	1278	0	0
DPH2	YKL191W	0	45.73	1	1605	0	0
DPH5	YLR172C	0	42.52	-1	903	0	0
DPH6	YLR143W	0	36.83	1	2058	0	0
DPL1	YDR294C	0	41.69	-1	1770	0	0
DPP1	YDR284C	0	39.89	-1	870	1	0
DRN1	YGR093W	0	37.4	1	1524	0	0
DRS2	YAL026C	0	37.59	-1	4068	1	1
DSC3	YOR223W	0	45.73	1	879	1	1
DSD1	YGL196W	0	39.16	1	1287	0	0
DSE1	YER124C	0	35.19	-1	1722	0	0
DSE2	YHR143W	0	40.18	1	978	0	0
DSE3	YOR264W	0	38.98	1	1293	0	0
DSE4	YNR067C	0	38.88	-1	3354	0	0
DSF2	YBR007C	0	38.49	-1	2211	0	0
DSK2	YMR276W	0	51.43	1	1122	0	0
DSS1	YMR287C	0	36.91	-1	2910	0	0
DSS4	YPR017C	0	39.35	-1	432	0	0
DST1	YGL043W	0	40.22	1	930	0	0
DTD1	YDL219W	0	35.88	1	453	0	0
DTR1	YBR180W	0	39.5	1	1719	1	0
DUF1	YOL087C	0	39.27	-1	3351	0	0
DUG1	YFR044C	0	42.88	-1	1446	0	0
DUG2	YBR281C	0	37.28	-1	2637	0	0
DUG3	YNL191W	0	41.99	1	1074	0	0
DUN1	YDL101C	0	38	-1	1542	0	0
DUR1,2	YBR208C	0	40.81	-1	5508	0	0
DUR3	YHL016C	0	40.4	-1	2208	1	1
DUS1	YML080W	0	40.64	1	1272	0	0
DUS3	YLR401C	0	42.7	-1	2007	0	0
DUS4	YLR405W	0	42.21	1	1104	0	0
DXO1	YDR370C	0	36.49	-1	1329	0	0
DYN1	YKR054C	0	36.86	-1	12279	0	1
DYN2	YDR424C	0	37.36	-1	279	0	0
DYN3	YMR299C	0	35.68	-1	939	0	0
EAF1	YDR359C	0	40.01	-1	2949	0	1
EAF3	YPR023C	0	42.95	-1	1206	0	1
EAF5	YEL018W	0	40.71	1	840	0	0
EAF6	YJR082C	0	39.18	-1	342	0	1
EAF7	YNL136W	0	38.11	1	1278	0	1
EAP1	YKL204W	0	40.86	1	1899	0	0
EAR1	YMR171C	0	39.2	-1	1653	1	0
EBS1	YDR206W	0	37.78	1	2655	0	0
ECI1	YLR284C	0	38.79	-1	843	0	0
ECL1	YGR146C	0	38.36	-1	636	0	0
ECM1	YAL059W	0	40.38	1	639	0	0
ECM10	YEL030W	0	41.03	1	1935	0	1
ECM11	YDR446W	0	36.63	1	909	0	1
ECM12	YHR021W-A	0	34.87	1	456	1	0
ECM13	YBL043W	0	43.15	1	774	0	0
ECM14	YHR132C	0	42.61	-1	1293	1	0
ECM15	YBL001C	0	39.37	-1	315	0	0
ECM18	YDR125C	0	35.46	-1	1362	0	0
ECM19	YLR390W	0	43.95	1	339	1	0
ECM2	YBR065C	0	37.26	-1	1095	0	0
ECM21	YBL101C	0	41.41	-1	3354	0	0
ECM22	YLR228C	0	40.9	-1	2445	0	1
ECM23	YPL021W	0	40.07	1	564	0	0
ECM25	YJL201W	0	36.67	1	1800	0	1
ECM27	YJR106W	0	39.49	1	2178	1	0
ECM29	YHL030W	0	37.81	1	5607	0	0
ECM3	YOR092W	0	40.88	1	1842	1	0
ECM30	YLR436C	0	38.3	-1	3825	0	0
ECM31	YBR176W	0	39.72	1	939	0	0
ECM32	YER176W	0	39.48	1	3366	0	0
ECM33	YBR078W	0	40.8	1	1290	0	0
ECM34	YHL043W	0	39.96	1	513	1	0
ECM38	YLR299W	0	42.86	1	1983	1	0
ECM4	YKR076W	0	41.51	1	1113	0	0
ECM5	YMR176W	0	36.24	1	4236	0	1
ECM7	YLR443W	0	41.13	1	1347	1	0
ECM8	YBR076W	0	36.9	1	1065	0	0
ECT1	YGR007W	0	40.84	1	972	0	0
EDC1	YGL222C	0	41.29	-1	528	0	0
EDC2	YER035W	0	48.86	1	438	0	0
EDC3	YEL015W	0	39.37	1	1656	0	0
EDE1	YBL047C	0	41.34	-1	4146	0	1
EDS1	YBR033W	0	38.66	1	2760	0	0
EEB1	YPL095C	0	40.85	-1	1371	0	0
EFM1	YHL039W	0	36.41	1	1758	0	0
EFM2	YBR271W	0	39.44	1	1260	0	0
EFM3	YJR129C	0	43.14	-1	1020	0	0
EFM4	YIL064W	0	41.99	1	774	0	0
EFM5	YGR001C	0	35.7	-1	747	0	1
EFM6	YNL024C	0	39.81	-1	741	0	0
EFT1	YOR133W	0	44.48	1	2529	0	0
EFT2	YDR385W	0	44.4	1	2529	0	0
EGD1	YPL037C	0	44.94	-1	474	0	0
EGD2	YHR193C	0	45.14	-1	525	0	0
EGH1	YIR007W	0	40.26	1	2295	0	0
EGT2	YNL327W	0	40.85	1	3126	0	0
EHD3	YDR036C	0	39.39	-1	1503	0	0
EHT1	YBR177C	0	41.22	-1	1356	0	0
EIS1	YMR031C	0	40.6	-1	2532	0	1
EKI1	YDR147W	0	35.95	1	1605	0	0
ELA1	YNL230C	0	41.67	-1	1140	0	1
ELC1	YPL046C	0	40.67	-1	300	0	0
ELF1	YKL160W	0	40.18	1	438	0	0
ELG1	YOR144C	0	36.78	-1	2376	0	0
ELM1	YKL048C	0	38.22	-1	1923	0	0
ELO1	YJL196C	0	40.09	-1	933	1	0
ELO2	YCR034W	0	38.22	1	1044	1	0
ELO3	YLR372W	0	37.86	1	1038	1	0
ELP2	YGR200C	0	38.87	-1	2367	0	0
ELP3	YPL086C	0	38.05	-1	1674	0	0
